x0,y0,x1,y1,influence,color
-196.52036,-95.45022,-127.57372,-60.307117,-6.0,"rgba(214, 39, 40, 0.3)"
-196.52036,-95.45022,-183.0109,-110.19726,-4.0,"rgba(214, 39, 40, 0.3)"
-196.52036,-95.45022,-172.76709,-36.455032,8.0,"rgba(31, 119, 180, 0.3)"
-196.52036,-95.45022,-101.686104,-20.26913,-4.0,"rgba(214, 39, 40, 0.3)"
-196.52036,-95.45022,-151.7666,-163.8993,-5.75,"rgba(214, 39, 40, 0.3)"
-196.52036,-95.45022,-214.4181,-138.8291,5.5,"rgba(31, 119, 180, 0.3)"
-196.52036,-95.45022,-128.30635,-145.6569,-6.0,"rgba(214, 39, 40, 0.3)"
-196.52036,-95.45022,-239.8921,-128.51259,7.0,"rgba(31, 119, 180, 0.3)"
-196.52036,-95.45022,-176.11249,-177.70094,4.0,"rgba(31, 119, 180, 0.3)"
-196.52036,-95.45022,-164.15318,-106.19687,-10.0,"rgba(214, 39, 40, 0.3)"
-196.52036,-95.45022,-186.70938,-129.05598,19.5,"rgba(31, 119, 180, 0.3)"
-196.52036,-95.45022,-217.18103,-53.281548,-5.0,"rgba(214, 39, 40, 0.3)"
-196.52036,-95.45022,-211.4924,-85.572876,5.25,"rgba(31, 119, 180, 0.3)"
-196.52036,-95.45022,-188.2004,-73.97981,4.0,"rgba(31, 119, 180, 0.3)"
-196.52036,-95.45022,-114.87455,-41.81274,-5.0,"rgba(214, 39, 40, 0.3)"
-196.52036,-95.45022,-171.2433,-118.19353,4.0,"rgba(31, 119, 180, 0.3)"
-196.52036,-95.45022,-109.08602,-88.18872,4.0,"rgba(31, 119, 180, 0.3)"
-196.52036,-95.45022,-204.01045,-130.31418,6.0,"rgba(31, 119, 180, 0.3)"
-127.57372,-60.307117,-104.052505,-64.917206,4.0,"rgba(31, 119, 180, 0.3)"
-127.57372,-60.307117,-153.79953,-67.47362,-5.0,"rgba(214, 39, 40, 0.3)"
-127.57372,-60.307117,-156.14174,-134.67906,-4.0,"rgba(214, 39, 40, 0.3)"
-127.57372,-60.307117,-53.84909,-79.70029,-6.0,"rgba(214, 39, 40, 0.3)"
-127.57372,-60.307117,-128.58014,-101.46902,13.0,"rgba(31, 119, 180, 0.3)"
-127.57372,-60.307117,-92.093834,-145.10529,-9.75,"rgba(214, 39, 40, 0.3)"
-127.57372,-60.307117,-54.530357,-149.17253,5.0,"rgba(31, 119, 180, 0.3)"
-127.57372,-60.307117,-140.31885,-140.74556,-6.0,"rgba(214, 39, 40, 0.3)"
-127.57372,-60.307117,-91.24852,-33.95837,-5.0,"rgba(214, 39, 40, 0.3)"
-127.57372,-60.307117,-92.64918,-54.98551,4.25,"rgba(31, 119, 180, 0.3)"
-127.57372,-60.307117,-205.29936,-47.577667,5.0,"rgba(31, 119, 180, 0.3)"
-127.57372,-60.307117,-200.00334,-65.43661,-4.0,"rgba(214, 39, 40, 0.3)"
-127.57372,-60.307117,-38.1417,-66.50739,4.0,"rgba(31, 119, 180, 0.3)"
-127.57372,-60.307117,-112.32087,-23.722107,4.5,"rgba(31, 119, 180, 0.3)"
-127.57372,-60.307117,-188.13496,-26.869944,-5.0,"rgba(214, 39, 40, 0.3)"
-127.57372,-60.307117,-76.38661,-45.192802,6.0,"rgba(31, 119, 180, 0.3)"
-127.57372,-60.307117,-114.87455,-41.81274,8.0,"rgba(31, 119, 180, 0.3)"
-127.57372,-60.307117,-110.426994,-146.82512,4.0,"rgba(31, 119, 180, 0.3)"
-127.57372,-60.307117,-168.8718,-9.658426,4.0,"rgba(31, 119, 180, 0.3)"
-127.57372,-60.307117,-145.09076,-2.3775296,4.75,"rgba(31, 119, 180, 0.3)"
-127.57372,-60.307117,-109.08602,-88.18872,-4.0,"rgba(214, 39, 40, 0.3)"
-127.57372,-60.307117,-153.39375,-17.023321,5.0,"rgba(31, 119, 180, 0.3)"
-75.24319,-145.65186,-92.093834,-145.10529,11.25,"rgba(31, 119, 180, 0.3)"
-75.24319,-145.65186,-128.58014,-101.46902,4.0,"rgba(31, 119, 180, 0.3)"
-75.24319,-145.65186,-151.7666,-163.8993,3.75,"rgba(31, 119, 180, 0.3)"
-75.24319,-145.65186,-66.73187,-100.08114,4.0,"rgba(31, 119, 180, 0.3)"
-92.093834,-145.10529,-138.45746,-176.08548,7.0,"rgba(31, 119, 180, 0.3)"
-92.093834,-145.10529,-164.90993,-55.44829,-6.0,"rgba(214, 39, 40, 0.3)"
-92.093834,-145.10529,-73.49588,-126.43893,-17.0,"rgba(214, 39, 40, 0.3)"
-92.093834,-145.10529,-123.62647,-167.71144,4.0,"rgba(31, 119, 180, 0.3)"
-92.093834,-145.10529,-73.99613,-154.54454,-6.0,"rgba(214, 39, 40, 0.3)"
-92.093834,-145.10529,-62.00485,-183.4444,4.0,"rgba(31, 119, 180, 0.3)"
-92.093834,-145.10529,-171.81343,-144.14935,13.5,"rgba(31, 119, 180, 0.3)"
-92.093834,-145.10529,-110.84124,-130.28773,4.75,"rgba(31, 119, 180, 0.3)"
-92.093834,-145.10529,-83.91298,-192.82695,5.0,"rgba(31, 119, 180, 0.3)"
-92.093834,-145.10529,-176.11249,-177.70094,-4.0,"rgba(214, 39, 40, 0.3)"
-92.093834,-145.10529,-76.38661,-45.192802,-6.0,"rgba(214, 39, 40, 0.3)"
-92.093834,-145.10529,-211.4924,-85.572876,-4.0,"rgba(214, 39, 40, 0.3)"
-92.093834,-145.10529,-63.6722,-151.10608,6.0,"rgba(31, 119, 180, 0.3)"
-92.093834,-145.10529,-109.08602,-88.18872,5.5,"rgba(31, 119, 180, 0.3)"
-92.093834,-145.10529,-106.51035,-180.83052,-4.0,"rgba(214, 39, 40, 0.3)"
-92.093834,-145.10529,-92.64918,-54.98551,-10.0,"rgba(214, 39, 40, 0.3)"
-128.58014,-101.46902,-54.1912,-134.60738,3.75,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-172.76709,-36.455032,4.0,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-200.00334,-65.43661,4.0,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-73.49588,-126.43893,6.5,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-43.271255,-150.09036,4.0,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-151.7666,-163.8993,3.75,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-171.81343,-144.14935,10.5,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-110.84124,-130.28773,-4.0,"rgba(214, 39, 40, 0.3)"
-128.58014,-101.46902,-176.79291,-75.30071,-4.75,"rgba(214, 39, 40, 0.3)"
-128.58014,-101.46902,-214.4181,-138.8291,6.0,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-70.30663,-57.175102,4.0,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-73.99613,-154.54454,-7.0,"rgba(214, 39, 40, 0.3)"
-128.58014,-101.46902,-53.84909,-79.70029,-9.0,"rgba(214, 39, 40, 0.3)"
-128.58014,-101.46902,-184.81535,-156.0767,10.0,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-175.24857,-102.283615,-5.0,"rgba(214, 39, 40, 0.3)"
-128.58014,-101.46902,-114.87455,-41.81274,5.5,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-171.2433,-118.19353,-5.0,"rgba(214, 39, 40, 0.3)"
-128.58014,-101.46902,-182.01454,-60.39977,8.5,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-149.19824,-49.638115,-4.0,"rgba(214, 39, 40, 0.3)"
-128.58014,-101.46902,-90.761856,-86.92836,-4.0,"rgba(214, 39, 40, 0.3)"
-128.58014,-101.46902,-205.29936,-47.577667,-5.25,"rgba(214, 39, 40, 0.3)"
-128.58014,-101.46902,-103.06737,-167.77542,4.0,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-211.4924,-85.572876,4.0,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-188.2004,-73.97981,8.0,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-132.62785,-25.311127,4.0,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-42.78029,-133.40608,4.0,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-109.08602,-88.18872,5.0,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-123.62647,-167.71144,9.0,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-92.64918,-54.98551,9.5,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-213.85544,-101.50167,3.75,"rgba(31, 119, 180, 0.3)"
-128.58014,-101.46902,-84.105644,-114.85921,4.5,"rgba(31, 119, 180, 0.3)"
-151.7666,-163.8993,-138.45746,-176.08548,12.5,"rgba(31, 119, 180, 0.3)"
-151.7666,-163.8993,-123.15391,-125.89968,6.0,"rgba(31, 119, 180, 0.3)"
-151.7666,-163.8993,-169.88733,-164.76266,4.5,"rgba(31, 119, 180, 0.3)"
-151.7666,-163.8993,-91.81441,-181.38875,10.0,"rgba(31, 119, 180, 0.3)"
-151.7666,-163.8993,-156.14174,-134.67906,5.0,"rgba(31, 119, 180, 0.3)"
-151.7666,-163.8993,-204.01045,-130.31418,-7.75,"rgba(214, 39, 40, 0.3)"
-151.7666,-163.8993,-177.88292,-189.99843,6.0,"rgba(31, 119, 180, 0.3)"
-151.7666,-163.8993,-110.84124,-130.28773,-5.0,"rgba(214, 39, 40, 0.3)"
-151.7666,-163.8993,-83.91298,-192.82695,11.0,"rgba(31, 119, 180, 0.3)"
-151.7666,-163.8993,-86.15698,-164.24432,21.25,"rgba(31, 119, 180, 0.3)"
-151.7666,-163.8993,-192.54527,-183.18443,-7.0,"rgba(214, 39, 40, 0.3)"
-151.7666,-163.8993,-186.70938,-129.05598,8.0,"rgba(31, 119, 180, 0.3)"
-151.7666,-163.8993,-184.81535,-156.0767,7.75,"rgba(31, 119, 180, 0.3)"
-66.73187,-100.08114,-104.052505,-64.917206,7.0,"rgba(31, 119, 180, 0.3)"
-66.73187,-100.08114,-138.45746,-176.08548,4.0,"rgba(31, 119, 180, 0.3)"
-66.73187,-100.08114,-79.92674,-72.76984,17.25,"rgba(31, 119, 180, 0.3)"
-66.73187,-100.08114,-101.686104,-20.26913,5.0,"rgba(31, 119, 180, 0.3)"
-66.73187,-100.08114,-73.49588,-126.43893,4.5,"rgba(31, 119, 180, 0.3)"
-66.73187,-100.08114,-143.59209,-110.705284,6.5,"rgba(31, 119, 180, 0.3)"
-66.73187,-100.08114,-38.1417,-66.50739,6.5,"rgba(31, 119, 180, 0.3)"
-66.73187,-100.08114,-53.84909,-79.70029,-4.25,"rgba(214, 39, 40, 0.3)"
-66.73187,-100.08114,-36.311,-90.812195,8.0,"rgba(31, 119, 180, 0.3)"
-66.73187,-100.08114,-164.15318,-106.19687,-11.0,"rgba(214, 39, 40, 0.3)"
-66.73187,-100.08114,-114.87455,-41.81274,7.0,"rgba(31, 119, 180, 0.3)"
-66.73187,-100.08114,-153.42534,-79.72359,-6.0,"rgba(214, 39, 40, 0.3)"
-66.73187,-100.08114,-110.426994,-146.82512,5.0,"rgba(31, 119, 180, 0.3)"
-66.73187,-100.08114,-91.24852,-33.95837,-4.0,"rgba(214, 39, 40, 0.3)"
-66.73187,-100.08114,-111.2322,-193.40863,-5.0,"rgba(214, 39, 40, 0.3)"
-66.73187,-100.08114,-128.30635,-145.6569,8.0,"rgba(31, 119, 180, 0.3)"
-66.73187,-100.08114,-182.01454,-60.39977,6.25,"rgba(31, 119, 180, 0.3)"
-66.73187,-100.08114,-22.680454,-75.86813,5.0,"rgba(31, 119, 180, 0.3)"
-66.73187,-100.08114,-76.38661,-45.192802,4.0,"rgba(31, 119, 180, 0.3)"
-66.73187,-100.08114,-42.78029,-133.40608,-5.0,"rgba(214, 39, 40, 0.3)"
-66.73187,-100.08114,-109.08602,-88.18872,6.5,"rgba(31, 119, 180, 0.3)"
-66.73187,-100.08114,-52.22952,-40.825874,7.0,"rgba(31, 119, 180, 0.3)"
-66.73187,-100.08114,-21.501413,-96.948685,-6.0,"rgba(214, 39, 40, 0.3)"
-66.73187,-100.08114,-38.13111,-138.97209,4.0,"rgba(31, 119, 180, 0.3)"
-66.73187,-100.08114,-84.105644,-114.85921,-7.0,"rgba(214, 39, 40, 0.3)"
-104.052505,-64.917206,-92.64918,-54.98551,-7.0,"rgba(214, 39, 40, 0.3)"
-104.052505,-64.917206,-60.85034,-162.84,4.0,"rgba(31, 119, 180, 0.3)"
-104.052505,-64.917206,-198.22543,-30.642487,6.0,"rgba(31, 119, 180, 0.3)"
-104.052505,-64.917206,-91.24852,-33.95837,5.0,"rgba(31, 119, 180, 0.3)"
-104.052505,-64.917206,-114.87455,-41.81274,4.75,"rgba(31, 119, 180, 0.3)"
-104.052505,-64.917206,-33.848755,-101.03206,5.0,"rgba(31, 119, 180, 0.3)"
-104.052505,-64.917206,-172.76709,-36.455032,4.0,"rgba(31, 119, 180, 0.3)"
-104.052505,-64.917206,-131.58337,-8.766836,-8.0,"rgba(214, 39, 40, 0.3)"
-104.052505,-64.917206,-79.92674,-72.76984,-4.0,"rgba(214, 39, 40, 0.3)"
-104.052505,-64.917206,-73.49588,-126.43893,-10.0,"rgba(214, 39, 40, 0.3)"
-104.052505,-64.917206,-143.59209,-110.705284,-5.0,"rgba(214, 39, 40, 0.3)"
-104.052505,-64.917206,-182.01454,-60.39977,4.0,"rgba(31, 119, 180, 0.3)"
-104.052505,-64.917206,-90.761856,-86.92836,5.0,"rgba(31, 119, 180, 0.3)"
-92.64918,-54.98551,-145.09076,-2.3775296,-4.0,"rgba(214, 39, 40, 0.3)"
-92.64918,-54.98551,-114.87455,-41.81274,5.5,"rgba(31, 119, 180, 0.3)"
-92.64918,-54.98551,-86.31815,-101.522446,-10.0,"rgba(214, 39, 40, 0.3)"
-92.64918,-54.98551,-70.30663,-57.175102,6.75,"rgba(31, 119, 180, 0.3)"
-92.64918,-54.98551,-109.08602,-88.18872,-5.0,"rgba(214, 39, 40, 0.3)"
-92.64918,-54.98551,-91.24852,-33.95837,-4.0,"rgba(214, 39, 40, 0.3)"
-60.85034,-162.84,-127.821106,-191.79382,-4.0,"rgba(214, 39, 40, 0.3)"
-60.85034,-162.84,-54.530357,-149.17253,-5.0,"rgba(214, 39, 40, 0.3)"
-198.22543,-30.642487,-234.53676,-88.781075,-4.0,"rgba(214, 39, 40, 0.3)"
-198.22543,-30.642487,-168.8718,-9.658426,4.0,"rgba(31, 119, 180, 0.3)"
-91.24852,-33.95837,-131.58337,-8.766836,-5.0,"rgba(214, 39, 40, 0.3)"
-91.24852,-33.95837,-164.90993,-55.44829,-7.0,"rgba(214, 39, 40, 0.3)"
-91.24852,-33.95837,-73.49588,-126.43893,-15.0,"rgba(214, 39, 40, 0.3)"
-91.24852,-33.95837,-49.821747,-53.01578,4.5,"rgba(31, 119, 180, 0.3)"
-91.24852,-33.95837,-153.42534,-79.72359,-4.0,"rgba(214, 39, 40, 0.3)"
-91.24852,-33.95837,-70.30663,-57.175102,-5.0,"rgba(214, 39, 40, 0.3)"
-91.24852,-33.95837,-82.80004,-21.887472,-4.0,"rgba(214, 39, 40, 0.3)"
-91.24852,-33.95837,-147.18065,-91.776,-4.0,"rgba(214, 39, 40, 0.3)"
-91.24852,-33.95837,-68.59824,-27.058443,-5.25,"rgba(214, 39, 40, 0.3)"
-91.24852,-33.95837,-33.035408,-49.099934,-5.5,"rgba(214, 39, 40, 0.3)"
-91.24852,-33.95837,-114.87455,-41.81274,-11.0,"rgba(214, 39, 40, 0.3)"
-91.24852,-33.95837,-169.53062,-22.085382,-4.0,"rgba(214, 39, 40, 0.3)"
-91.24852,-33.95837,-104.98039,1.8854307,-4.5,"rgba(214, 39, 40, 0.3)"
-114.87455,-41.81274,-131.58337,-8.766836,8.5,"rgba(31, 119, 180, 0.3)"
-114.87455,-41.81274,-164.90993,-55.44829,4.75,"rgba(31, 119, 180, 0.3)"
-114.87455,-41.81274,-101.686104,-20.26913,11.5,"rgba(31, 119, 180, 0.3)"
-114.87455,-41.81274,-73.49588,-126.43893,7.0,"rgba(31, 119, 180, 0.3)"
-114.87455,-41.81274,-137.88109,-41.079994,5.25,"rgba(31, 119, 180, 0.3)"
-114.87455,-41.81274,-38.1417,-66.50739,4.0,"rgba(31, 119, 180, 0.3)"
-114.87455,-41.81274,-156.68883,-41.234695,9.0,"rgba(31, 119, 180, 0.3)"
-114.87455,-41.81274,-150.27626,-32.40346,-4.5,"rgba(214, 39, 40, 0.3)"
-114.87455,-41.81274,-128.30635,-145.6569,-4.0,"rgba(214, 39, 40, 0.3)"
-114.87455,-41.81274,-85.73422,-4.706437,4.5,"rgba(31, 119, 180, 0.3)"
-114.87455,-41.81274,-168.8718,-9.658426,5.0,"rgba(31, 119, 180, 0.3)"
-114.87455,-41.81274,-76.38661,-45.192802,5.5,"rgba(31, 119, 180, 0.3)"
-114.87455,-41.81274,-186.70938,-129.05598,-6.0,"rgba(214, 39, 40, 0.3)"
-114.87455,-41.81274,-188.2004,-73.97981,5.0,"rgba(31, 119, 180, 0.3)"
-114.87455,-41.81274,-53.84909,-79.70029,-11.0,"rgba(214, 39, 40, 0.3)"
-114.87455,-41.81274,-58.556767,-32.907692,8.75,"rgba(31, 119, 180, 0.3)"
-114.87455,-41.81274,-109.08602,-88.18872,6.5,"rgba(31, 119, 180, 0.3)"
-114.87455,-41.81274,-196.29822,-12.7699995,6.5,"rgba(31, 119, 180, 0.3)"
-114.87455,-41.81274,-153.39375,-17.023321,5.0,"rgba(31, 119, 180, 0.3)"
-114.87455,-41.81274,-54.946823,-120.717354,6.0,"rgba(31, 119, 180, 0.3)"
-114.87455,-41.81274,-117.76687,-1.7193635,-4.0,"rgba(214, 39, 40, 0.3)"
-33.848755,-101.03206,-22.266434,-135.08458,4.75,"rgba(31, 119, 180, 0.3)"
-33.848755,-101.03206,-70.30663,-57.175102,4.0,"rgba(31, 119, 180, 0.3)"
-172.76709,-36.455032,-132.62785,-25.311127,4.0,"rgba(31, 119, 180, 0.3)"
-172.76709,-36.455032,-131.58337,-8.766836,5.0,"rgba(31, 119, 180, 0.3)"
-172.76709,-36.455032,-76.38661,-45.192802,5.5,"rgba(31, 119, 180, 0.3)"
-172.76709,-36.455032,-211.4924,-85.572876,5.5,"rgba(31, 119, 180, 0.3)"
-172.76709,-36.455032,-176.79291,-75.30071,4.0,"rgba(31, 119, 180, 0.3)"
-172.76709,-36.455032,-153.79953,-67.47362,5.0,"rgba(31, 119, 180, 0.3)"
-172.76709,-36.455032,-205.29936,-47.577667,-4.0,"rgba(214, 39, 40, 0.3)"
-172.76709,-36.455032,-153.39375,-17.023321,-9.0,"rgba(214, 39, 40, 0.3)"
-172.76709,-36.455032,-169.53062,-22.085382,-4.0,"rgba(214, 39, 40, 0.3)"
-131.58337,-8.766836,-145.09076,-2.3775296,-8.0,"rgba(214, 39, 40, 0.3)"
-131.58337,-8.766836,-117.76687,-1.7193635,8.5,"rgba(31, 119, 180, 0.3)"
-131.58337,-8.766836,-178.70045,-3.6258106,-4.0,"rgba(214, 39, 40, 0.3)"
-131.58337,-8.766836,-132.62785,-25.311127,4.0,"rgba(31, 119, 180, 0.3)"
-131.58337,-8.766836,-164.90993,-55.44829,5.0,"rgba(31, 119, 180, 0.3)"
-131.58337,-8.766836,-101.686104,-20.26913,9.0,"rgba(31, 119, 180, 0.3)"
-131.58337,-8.766836,-93.80372,-1.0593741,-5.0,"rgba(214, 39, 40, 0.3)"
-131.58337,-8.766836,-63.6722,-151.10608,-4.0,"rgba(214, 39, 40, 0.3)"
-131.58337,-8.766836,-153.39375,-17.023321,-4.0,"rgba(214, 39, 40, 0.3)"
-131.58337,-8.766836,-169.53062,-22.085382,-4.0,"rgba(214, 39, 40, 0.3)"
-145.09076,-2.3775296,-149.19824,-49.638115,4.0,"rgba(31, 119, 180, 0.3)"
-145.09076,-2.3775296,-166.22974,-84.58421,8.0,"rgba(31, 119, 180, 0.3)"
-145.09076,-2.3775296,-101.686104,-20.26913,-4.0,"rgba(214, 39, 40, 0.3)"
-145.09076,-2.3775296,-134.69003,14.108643,4.0,"rgba(31, 119, 180, 0.3)"
-145.09076,-2.3775296,-153.39375,-17.023321,-4.0,"rgba(214, 39, 40, 0.3)"
-145.09076,-2.3775296,-163.47997,1.4044694,5.0,"rgba(31, 119, 180, 0.3)"
-117.76687,-1.7193635,-79.92674,-72.76984,6.0,"rgba(31, 119, 180, 0.3)"
-117.76687,-1.7193635,-166.22974,-84.58421,4.0,"rgba(31, 119, 180, 0.3)"
-117.76687,-1.7193635,-132.62785,-25.311127,5.0,"rgba(31, 119, 180, 0.3)"
-117.76687,-1.7193635,-134.69003,14.108643,-7.0,"rgba(214, 39, 40, 0.3)"
-117.76687,-1.7193635,-112.32087,-23.722107,-8.5,"rgba(214, 39, 40, 0.3)"
-117.76687,-1.7193635,-85.73422,-4.706437,-4.0,"rgba(214, 39, 40, 0.3)"
-178.70045,-3.6258106,-184.94371,-36.949715,-4.0,"rgba(214, 39, 40, 0.3)"
-178.70045,-3.6258106,-112.32087,-23.722107,5.75,"rgba(31, 119, 180, 0.3)"
-178.70045,-3.6258106,-196.29822,-12.7699995,-4.0,"rgba(214, 39, 40, 0.3)"
-132.62785,-25.311127,-196.46495,-77.74041,-4.0,"rgba(214, 39, 40, 0.3)"
-132.62785,-25.311127,-76.38661,-45.192802,-5.0,"rgba(214, 39, 40, 0.3)"
-132.62785,-25.311127,-184.94371,-36.949715,4.5,"rgba(31, 119, 180, 0.3)"
-132.62785,-25.311127,-68.59824,-27.058443,-5.0,"rgba(214, 39, 40, 0.3)"
-132.62785,-25.311127,-109.19011,-117.45818,-4.0,"rgba(214, 39, 40, 0.3)"
-132.62785,-25.311127,-82.80004,-21.887472,-4.0,"rgba(214, 39, 40, 0.3)"
-138.45746,-176.08548,-185.13771,-167.74327,4.0,"rgba(31, 119, 180, 0.3)"
-138.45746,-176.08548,-148.17726,-189.22382,-9.5,"rgba(214, 39, 40, 0.3)"
-138.45746,-176.08548,-156.14174,-134.67906,5.75,"rgba(31, 119, 180, 0.3)"
-138.45746,-176.08548,-109.19011,-117.45818,9.75,"rgba(31, 119, 180, 0.3)"
-138.45746,-176.08548,-90.3393,-208.69817,4.5,"rgba(31, 119, 180, 0.3)"
-138.45746,-176.08548,-116.896385,-211.34998,6.0,"rgba(31, 119, 180, 0.3)"
-138.45746,-176.08548,-201.96657,-174.15305,18.0,"rgba(31, 119, 180, 0.3)"
-138.45746,-176.08548,-128.30635,-145.6569,4.0,"rgba(31, 119, 180, 0.3)"
-138.45746,-176.08548,-206.61774,-159.6519,-5.0,"rgba(214, 39, 40, 0.3)"
-138.45746,-176.08548,-79.92674,-72.76984,4.0,"rgba(31, 119, 180, 0.3)"
-138.45746,-176.08548,-143.59209,-110.705284,-4.0,"rgba(214, 39, 40, 0.3)"
-138.45746,-176.08548,-111.2322,-193.40863,-4.0,"rgba(214, 39, 40, 0.3)"
-138.45746,-176.08548,-228.88693,-161.07886,5.0,"rgba(31, 119, 180, 0.3)"
-138.45746,-176.08548,-186.70938,-129.05598,-5.0,"rgba(214, 39, 40, 0.3)"
-138.45746,-176.08548,-74.37078,-193.89275,-6.0,"rgba(214, 39, 40, 0.3)"
-185.13771,-167.74327,-128.30635,-145.6569,4.0,"rgba(31, 119, 180, 0.3)"
